,Federal adjusted gross income,Gender
77441,0,2
77442,0,1
77443,253846,1
77444,0,1
77445,28000,1
77446,0,1
77447,4647,2
77448,0,1
77449,0,2
77450,0,1
77451,0,2
77452,1400,2
77453,0,1
77454,0,1
77455,0,2
77456,0,2
77457,72015,1
77458,0,2
77459,42500,1
77460,0,2
77461,0,1
77462,36254,1
77463,0,1
77464,114910,1
77465,0,2
77466,0,1
77467,0,1
77468,0,2
77469,138000,2
77470,0,1
77471,5000,2
77472,0,1
77473,0,1
77474,0,2
77475,0,2
77476,0,1
77477,207860,1
77478,1600,1
77479,55000,2
77480,0,2
77481,4524,1
77482,0,2
77483,12000,1
77484,61794,1
77485,0,2
77486,28120,2
77487,35315,2
77488,87881,1
77489,0,2
77490,0,1
77491,0,1
77492,38000,2
77493,0,1
77494,0,2
77495,37176,1
77496,0,2
77497,0,1
77498,0,1
77499,381028,2
77500,0,1
77501,0,2
77502,38000,2
77503,0,1
77504,0,1
77505,72446,1
77506,0,2
77507,0,1
77508,0,1
77509,8000,1
77510,0,2
77511,85007,1
77512,0,2
77513,144998,2
77514,0,1
77515,0,1
77516,290306,2
77517,0,1
77518,0,2
77519,0,2
77520,150000,1
77521,170000,1
77522,0,2
77523,0,2
77524,0,1
77525,0,1
77526,80966,1
77527,22331,1
77528,0,2
77529,0,1
77530,0,2
77531,45006,2
77532,0,1
77533,0,1
77534,0,2
77535,10001,1
77536,46845,2
77537,35201,2
77538,0,1
77539,9600,1
77540,31000,2
77541,0,1
77542,0,1
77543,0,1
77544,0,2
77545,115148,1
77546,0,2
77547,0,1
77548,151299,1
77549,0,2
77550,0,1
77551,110000,1
77552,0,2
77553,0,2
77554,34777,1
77555,0,2
77556,120000,2
77557,0,1
77558,0,2
77559,0,2
77560,50000,2
77561,0,1
77562,37174,2
77563,0,2
77564,48304,1
77565,0,2
77566,216332,1
77567,0,2
77568,142431,2
77569,0,1
77570,25613,2
77571,20000,2
77572,31200,2
77573,0,2
77574,0,2
77575,0,1
77576,46000,2
77577,0,1
77578,0,2
77579,0,1
77580,0,2
77581,0,2
77582,23234,1
77583,150007,1
77584,2181,1
77585,0,1
77586,45001,2
77587,37528,1
77588,0,2
77589,35100,2
77590,142400,2
77591,0,1
77592,0,2
77593,10000,1
77594,65300,1
77595,25000,2
77596,0,1
77597,90000,1
77598,0,2
77599,50903,2
77600,0,1
77601,23001,2
77602,28001,2
77603,0,2
77604,0,2
77605,0,1
77606,80012,2
77607,0,2
77608,40025,2
77609,0,2
77610,0,2
77611,0,2
77612,0,1
77613,0,2
77614,0,2
77615,0,1
77616,68421,2
77617,0,2
77618,0,2
77619,37002,2
77620,0,1
77621,23000,1
77622,0,2
77623,0,1
77624,21760,2
77625,30000,1
77626,40510,2
77627,40002,1
77628,45000,1
77629,130360,2
77630,0,1
77631,113075,2
77632,0,1
77633,400425,1
77634,75000,2
77635,50000,2
77636,0,1
77637,115761,1
77638,0,2
77639,45001,2
77640,41600,1
77641,26000,1
77642,0,2
77643,0,2
77644,1118000,1
77645,32701,2
77646,0,1
77647,0,2
77648,0,1
77649,26000,2
77650,0,2
77651,0,2
77652,75130,2
77653,0,1
77654,0,2
77655,0,2
77656,0,1
77657,30045,1
77658,0,2
77659,0,1
77660,204490,1
77661,0,2
77662,0,2
77663,0,2
77664,0,1
77665,26992,2
77666,226850,2
77667,0,1
77668,0,1
77669,0,2
77670,13500,2
77671,0,1
77672,0,2
77673,30000,1
77674,0,1
77675,0,2
77676,0,1
77677,0,1
77678,900,1
77679,21601,2
77680,0,1
77681,0,2
77682,0,1
77683,35500,1
77684,43639,1
77685,0,2
77686,302576,1
77687,0,2
77688,241800,2
77689,0,1
77690,30000,1
77691,0,2
77692,0,1
77693,11000,2
77694,24000,1
77695,43940,1
77696,0,2
77697,15000,2
77698,0,1
77699,0,2
77700,0,2
77701,0,1
77702,0,2
77703,0,2
77704,66789,1
77705,0,2
77706,0,2
77707,0,2
77708,65021,2
77709,10000,1
77710,124055,2
77711,0,1
77712,43600,1
77713,0,1
77714,0,2
77715,2696,1
77716,0,2
77717,90610,2
77718,0,1
77719,0,2
77720,39000,2
77721,32001,2
77722,0,2
77723,80010,2
77724,0,1
77725,205000,1
77726,123160,1
77727,0,2
77728,30000,1
77729,0,1
77730,2951,2
77731,38000,1
77732,63510,1
77733,0,1
77734,97011,1
77735,0,2
77736,0,1
77737,3625,1
77738,222500,2
77739,27000,2
77740,5200,1
77741,40002,2
77742,28493,1
77743,0,2
77744,55500,1
77745,0,2
77746,25000,1
77747,0,2
77748,77000,2
77749,0,1
77750,0,1
77751,580710,2
77752,0,1
77753,0,1
77754,0,1
77755,301997,1
77756,84003,2
77757,0,1
77758,81050,2
77759,0,1
77760,31200,2
77761,10000,1
77762,0,1
77763,50200,1
77764,274217,1
77765,0,2
77766,3490,1
77767,0,1
77768,204727,1
77769,0,2
77770,0,2
77771,73031,2
77772,80203,1
77773,30001,1
77774,20400,2
77775,91701,2
77776,0,1
77777,0,2
77778,11940,1
77779,46468,1
77780,45001,1
77781,0,2
77782,45002,1
77783,0,2
77784,22880,2
77785,0,1
77786,0,2
77787,164250,1
77788,0,2
77789,42500,1
77790,0,2
77791,0,2
77792,0,2
77793,75380,2
77794,0,1
77795,60000,1
77796,0,2
77797,76000,1
77798,0,2
77799,0,1
77800,0,2
77801,30001,1
77802,5500,2
77803,0,2
77804,0,2
77805,0,2
77806,0,2
77807,25000,2
77808,0,1
77809,0,2
77810,295695,1
77811,0,1
77812,595052,1
77813,0,2
77814,0,1
77815,0,2
77816,0,2
77817,47000,1
77818,52000,1
77819,24000,1
77820,42000,2
77821,36002,1
77822,0,2
77823,0,1
77824,0,2
77825,0,2
77826,120006,1
77827,0,2
77828,0,2
77829,0,1
77830,59000,1
77831,0,2
77832,0,2
77833,0,2
77834,0,2
77835,0,1
77836,0,2
77837,0,2
77838,22304,1
77839,27881,1
77840,64350,2
77841,16728,1
77842,32527,1
77843,0,1
77844,0,2
77845,16898,1
77846,0,2
77847,29444,2
77848,0,1
77849,0,2
77850,135014,2
77851,0,1
77852,0,1
77853,123002,2
77854,0,2
77855,0,1
77856,20001,2
77857,5561,2
77858,38850,2
77859,65000,1
77860,0,1
77861,0,2
77862,87001,2
77863,152830,1
77864,7273,2
77865,102368,2
77866,0,1
77867,63704,2
77868,0,1
77869,3401,1
77870,341911,1
77871,0,2
77872,0,2
77873,165751,1
77874,0,2
77875,0,2
77876,29476,2
77877,100251,1
77878,0,2
77879,0,1
77880,0,1
77881,77300,1
77882,50000,1
77883,16240,2
77884,0,2
77885,134186,2
77886,0,1
77887,0,2
77888,99500,2
77889,0,1
77890,75000,2
77891,0,1
77892,0,1
77893,62000,1
77894,0,2
77895,0,1
77896,40006,2
77897,0,1
77898,50031,1
77899,102593,1
77900,0,2
77901,9200,1
77902,0,1
77903,50000,1
77904,0,1
77905,45438,2
77906,0,1
77907,137051,2
77908,0,1
77909,106000,2
77910,18900,2
77911,0,1
77912,24960,1
77913,55000,2
77914,0,1
77915,0,2
77916,76200,2
77917,0,1
77918,0,2
77919,0,1
77920,45000,2
77921,0,1
77922,0,2
77923,0,2
77924,0,1
77925,0,2
77926,52527,2
77927,28137,1
77928,88000,1
77929,0,2
77930,0,2
77931,50000,1
77932,0,1
77933,68000,2
77934,155650,2
77935,0,1
77936,551000,2
77937,0,1
77938,25009,1
77939,0,1
77940,235058,1
77941,0,2
77942,104048,2
77943,0,1
77944,0,2
77945,30001,1
77946,61658,1
77947,19000,1
77948,38002,2
77949,0,1
77950,0,1
77951,0,2
77952,0,2
77953,53000,2
77954,0,1
77955,0,2
77956,0,2
77957,0,1
77958,39200,1
77959,343000,2
77960,0,1
77961,0,2
77962,0,1
77963,835561,1
77964,0,2
77965,0,2
77966,0,2
77967,32006,2
77968,0,1
77969,0,1
77970,0,1
77971,154000,1
77972,120000,2
77973,0,1
77974,77050,1
77975,0,2
77976,0,2
77977,0,1
77978,61000,1
77979,25000,2
77980,41600,1
77981,0,2
77982,37174,1
77983,27000,2
77984,0,1
77985,0,2
77986,0,1
77987,10234,2
77988,26441,1
77989,0,2
77990,100020,2
77991,0,1
77992,479776,1
77993,0,2
77994,0,1
77995,0,2
77996,0,1
77997,0,2
77998,133015,2
77999,0,1
78000,0,1
78001,0,1
78002,0,1
78003,15000,1
78004,50061,1
78005,0,2
78006,0,1
78007,0,2
78008,100043,1
78009,63000,2
78010,0,1
78011,2820,2
78012,2820,2
78013,20000,2
78014,41025,2
78015,0,1
78016,0,2
78017,38107,1
78018,0,2
78019,0,1
78020,28006,2
78021,0,2
78022,0,1
78023,83000,2
78024,220032,2
78025,27000,1
78026,5460,2
78027,0,2
78028,18595,1
78029,27792,2
78030,122000,2
78031,0,1
78032,0,2
78033,90010,1
78034,0,2
78035,30000,2
78036,20000,2
78037,4000,2
78038,0,2
78039,1800,1
78040,0,2
78041,0,1
78042,0,2
78043,97070,2
78044,0,1
78045,0,1
78046,5125,2
78047,0,1
78048,15003,1
78049,0,2
78050,0,2
78051,0,2
78052,0,2
78053,174977,1
78054,0,2
78055,0,1
78056,0,2
78057,0,1
78058,37000,1
78059,0,1
78060,42690,2
78061,18000,2
78062,0,1
78063,0,2
78064,0,2
78065,124002,1
78066,0,2
78067,0,2
78068,0,2
78069,0,1
78070,0,1
78071,88471,1
78072,0,2
78073,0,2
78074,687666,1
78075,0,2
78076,110289,2
78077,0,1
78078,0,1
78079,0,1
78080,0,2
78081,86002,2
78082,10810,2
78083,110000,1
78084,0,2
78085,0,1
78086,52205,2
78087,19001,1
78088,19000,1
78089,0,2
78090,0,1
78091,0,2
78092,0,1
78093,30000,2
78094,0,1
78095,29000,1
78096,4000,2
78097,0,2
78098,41823,1
78099,0,2
78100,0,1
78101,570344,2
78102,0,1
78103,0,1
78104,15001,2
78105,100001,2
78106,0,1
78107,0,1
78108,0,1
78109,37501,2
78110,0,1
78111,7624,1
78112,65001,1
78113,0,2
78114,54005,1
78115,24000,1
78116,0,2
78117,265030,2
78118,25000,2
78119,109000,1
78120,0,2
78121,0,1
78122,0,2
78123,0,2
78124,63505,2
78125,31000,2
78126,115090,1
78127,0,2
78128,0,1
78129,19483,1
78130,0,2
78131,621836,2
78132,0,1
78133,0,2
78134,208778,1
78135,0,2
78136,9800,2
78137,0,2
78138,0,2
78139,0,1
78140,0,2
78141,435787,2
78142,0,1
78143,0,1
78144,0,2
78145,61055,1
78146,0,2
78147,0,2
78148,132601,1
78149,61000,1
78150,0,2
78151,430000,1
78152,0,2
78153,102500,2
78154,85114,1
78155,44294,2
78156,0,1
78157,0,1
78158,0,1
78159,0,2
78160,36799,2
78161,0,1
78162,16000,2
78163,0,1
78164,74700,1
78165,10000,2
78166,0,2
78167,0,2
78168,18000,2
78169,0,1
78170,0,1
78171,0,1
78172,0,1
78173,0,2
78174,25000,1
78175,107628,2
78176,0,1
78177,26001,1
78178,22930,2
78179,0,2
78180,0,1
78181,70420,2
78182,0,1
78183,40002,2
78184,33000,1
78185,33333,2
78186,0,1
78187,0,2
78188,0,1
78189,0,2
78190,156046,2
78191,0,1
78192,0,2
78193,0,2
78194,0,1
78195,0,1
78196,0,2
78197,26000,1
78198,0,2
78199,26000,1
78200,0,2
78201,0,1
78202,32000,2
78203,20000,2
78204,30000,2
78205,12000,1
78206,0,1
78207,0,2
78208,191202,1
78209,0,2
78210,0,2
78211,0,2
78212,12480,2
78213,30000,1
78214,0,2
78215,9294,1
78216,0,1
78217,20808,1
78218,5026,2
78219,2500,2
78220,49000,1
78221,0,2
78222,3000,2
78223,11000,1
78224,0,2
78225,0,2
78226,107155,1
78227,4655,1
78228,0,2
78229,30001,1
78230,19025,1
78231,11152,1
78232,18000,2
78233,0,2
78234,46500,1
78235,48000,1
78236,0,2
78237,0,2
78238,107000,2
78239,4800,1
78240,303882,1
78241,182086,1
78242,0,2
78243,0,1
78244,0,2
78245,206415,2
78246,0,1
78247,58391,2
78248,0,1
78249,118988,1
78250,0,2
78251,10000,1
78252,0,2
78253,0,1
78254,200015,2
78255,0,1
78256,0,1
78257,0,2
78258,0,2
78259,20000,2
78260,65538,2
78261,0,1
78262,0,2
78263,49383,2
78264,98768,2
78265,0,1
78266,0,1
78267,0,1
78268,0,1
78269,0,2
78270,89174,1
78271,0,2
78272,0,2
78273,0,2
78274,25000,1
78275,0,2
78276,0,2
78277,15000,1
78278,0,2
78279,20000,2
78280,26000,1
78281,22000,1
78282,70852,1
78283,0,2
78284,0,2
78285,20800,1
78286,0,2
78287,95000,1
78288,0,2
78289,18335,2
78290,0,1
78291,104988,2
78292,0,1
78293,108747,1
78294,0,2
78295,120700,1
78296,107346,2
78297,0,1
78298,0,1
78299,0,2
78300,0,2
78301,62000,2
78302,0,1
78303,33280,1
78304,0,2
78305,0,1
78306,0,1
78307,0,2
78308,0,2
78309,0,1
78310,0,2
78311,0,1
78312,0,1
78313,65056,1
78314,0,2
78315,40644,2
78316,53000,1
78317,0,2
78318,0,1
78319,77,2
78320,15000,2
78321,0,1
78322,52200,1
78323,193069,2
78324,0,1
78325,0,1
78326,49000,1
78327,0,2
78328,18000,2
78329,12000,2
78330,93505,1
78331,0,2
78332,0,1
78333,0,2
78334,0,2
78335,0,2
78336,35000,1
78337,56306,1
78338,0,2
78339,0,2
78340,0,1
78341,0,1
78342,5570,2
78343,80050,1
78344,75005,2
78345,8850,1
78346,0,1
78347,40000,1
78348,0,2
78349,0,1
78350,0,2
78351,98500,2
78352,0,1
78353,0,2
78354,53000,1
78355,50000,2
78356,65000,2
78357,0,1
78358,105000,2
78359,75000,1
78360,0,2
78361,0,2
78362,0,1
78363,0,1
78364,0,2
78365,0,1
78366,245000,1
78367,100500,2
78368,42000,2
78369,0,1
78370,0,2
78371,22000,2
78372,0,1
78373,40000,1
78374,0,2
78375,6000,2
78376,0,2
78377,0,1
78378,0,1
78379,54000,2
78380,0,1
78381,0,1
78382,0,2
78383,0,1
78384,65202,2
78385,145000,1
78386,0,2
78387,70000,1
78388,0,2
78389,0,2
78390,0,2
78391,349091,1
78392,0,1
78393,0,1
78394,27881,1
78395,140000,2
78396,19467,1
78397,74179,1
78398,0,2
78399,58000,1
78400,38000,2
78401,0,2
78402,0,2
78403,40000,1
78404,0,2
78405,0,1
78406,0,2
78407,0,1
78408,26658,2
78409,0,1
78410,68100,2
78411,0,2
78412,75000,1
78413,0,2
78414,40000,1
78415,38000,1
78416,0,1
78417,0,2
78418,39000,2
78419,0,1
78420,0,1
78421,0,2
78422,0,1
78423,0,1
78424,0,2
78425,35356,1
78426,0,2
78427,0,2
78428,20000,2
78429,0,1
78430,28000,1
78431,0,2
78432,0,2
78433,105000,1
78434,0,2
78435,74640,1
78436,0,2
78437,0,1
78438,0,1
78439,49000,1
78440,0,2
78441,28000,1
78442,33023,1
78443,0,2
78444,159001,2
78445,0,2
78446,0,2
78447,0,2
78448,28800,1
78449,0,2
78450,0,1
78451,16640,2
78452,0,2
78453,11180,2
78454,0,2
78455,150510,2
78456,0,1
78457,0,2
78458,59212,1
78459,0,2
78460,0,1
78461,0,1
78462,314505,1
78463,0,2
78464,0,1
78465,0,2
78466,0,2
78467,151100,1
78468,0,2
78469,60900,1
78470,0,2
78471,21000,2
78472,0,1
78473,0,2
78474,106000,1
78475,0,2
78476,0,2
78477,0,2
78478,165137,2
78479,58000,1
78480,0,2
78481,15000,2
78482,0,2
78483,0,1
78484,0,1
78485,0,2
78486,268010,2
78487,0,1
78488,0,1
78489,0,1
78490,0,2
78491,70038,2
78492,0,1
78493,0,1
78494,0,1
78495,17000,1
78496,30000,2
78497,51002,2
78498,0,1
78499,0,1
78500,0,1
78501,38000,1
78502,0,2
78503,0,2
78504,16456,1
78505,30005,2
78506,0,1
78507,0,2
78508,0,2
78509,55000,2
78510,0,1
78511,0,1
78512,23120,2
78513,16728,1
78514,83642,1
78515,0,2
78516,132000,1
78517,0,2
78518,48000,1
78519,5000,2
78520,0,2
78521,0,2
78522,0,2
78523,0,1
78524,0,2
78525,84354,1
78526,0,2
78527,0,2
78528,217696,1
78529,0,2
78530,48000,1
78531,0,1
78532,0,1
78533,0,2
78534,0,1
78535,0,2
78536,0,2
78537,16000,1
78538,30000,1
78539,19010,2
78540,0,2
78541,1400605,1
78542,0,2
78543,0,1
78544,23041,2
78545,35000,1
78546,13000,1
78547,602300,1
78548,0,2
78549,0,2
78550,12000,2
78551,50000,1
78552,98000,2
78553,0,2
78554,0,1
78555,0,1
78556,25000,1
78557,45000,2
78558,0,1
78559,77001,2
78560,28000,1
78561,0,1
78562,38000,1
78563,0,2
78564,50000,1
78565,23234,2
78566,76720,1
78567,486767,1
78568,39711,2
78569,18721,1
78570,0,1
78571,36401,2
78572,0,1
78573,127125,1
78574,0,2
78575,0,2
78576,22435,1
78577,0,2
78578,40000,1
78579,0,1
78580,0,1
78581,0,1
78582,0,2
78583,0,2
78584,0,1
78585,0,2
78586,33000,2
78587,75075,1
78588,0,2
78589,28027,1
78590,26027,1
78591,0,1
78592,0,1
78593,163823,1
78594,0,2
78595,40000,1
78596,33000,2
78597,0,2
78598,0,2
78599,90500,2
78600,0,1
78601,0,2
78602,315000,2
78603,80000,1
78604,45000,1
78605,0,2
78606,0,1
78607,0,1
78608,0,2
78609,0,1
78610,0,2
78611,0,2
78612,0,2
78613,0,2
78614,0,2
78615,62275,2
78616,55005,1
78617,62350,1
78618,0,2
78619,0,2
78620,0,1
78621,0,2
78622,107000,2
78623,0,1
78624,90676,1
78625,252000,2
78626,0,1
78627,0,1
78628,0,2
78629,0,2
78630,14000,2
78631,36001,1
78632,0,1
78633,0,1
78634,18880,2
78635,67010,1
78636,762002,2
78637,0,1
78638,52022,2
78639,0,1
78640,0,2
78641,0,2
78642,10000,1
78643,46468,1
78644,0,2
78645,0,1
78646,45001,2
78647,65004,1
78648,216512,1
78649,0,2
78650,18001,1
78651,0,2
78652,23700,1
78653,0,2
78654,0,2
78655,0,1
78656,40203,1
78657,0,2
78658,30000,2
78659,50000,1
78660,30000,1
78661,60003,2
78662,0,1
78663,0,1
78664,0,1
78665,59000,1
78666,0,2
78667,0,2
78668,40030,2
78669,0,2
78670,0,1
78671,0,1
78672,0,1
78673,0,1
78674,0,1
78675,0,2
78676,0,1
78677,48002,2
78678,56000,2
78679,13576,2
78680,0,1
78681,0,1
78682,0,2
78683,0,2
78684,200350,2
78685,0,1
78686,8000,2
78687,145818,1
78688,0,2
78689,250120,1
78690,0,2
78691,3400,1
78692,0,2
78693,0,2
78694,144500,1
78695,0,2
78696,103051,2
78697,0,1
78698,0,1
78699,0,1
78700,0,2
78701,552500,1
78702,0,2
78703,0,1
78704,0,1
78705,0,2
78706,13940,2
78707,0,1
78708,20293,1
78709,0,2
78710,100031,1
78711,0,1
78712,18597,2
78713,0,2
78714,19000,2
78715,61000,1
78716,20000,1
78717,0,2
78718,0,1
78719,0,2
78720,0,2
78721,56000,2
78722,0,1
78723,401901,1
78724,0,2
78725,63000,1
78726,0,2
78727,0,2
78728,0,2
78729,46468,2
78730,0,1
78731,0,1
78732,0,1
78733,0,2
78734,2788,1
78735,40000,1
78736,40000,2
78737,0,1
78738,0,2
78739,0,2
78740,0,1
78741,0,2
78742,0,1
78743,29000,2
78744,50000,2
78745,0,1
78746,152103,2
78747,0,1
78748,58560,2
78749,0,1
78750,0,1
78751,0,2
78752,0,1
78753,0,1
78754,41000,2
78755,0,1
78756,120075,1
78757,72174,2
78758,0,1
78759,0,1
78760,0,1
78761,0,2
78762,25202,2
78763,120300,1
78764,0,2
78765,0,1
78766,0,2
78767,0,2
78768,0,1
78769,0,2
78770,25015,2
78771,0,1
78772,0,2
78773,0,1
78774,0,2
78775,0,2
78776,0,2
78777,75000,2
78778,0,1
78779,0,1
78780,45000,2
78781,0,1
78782,30000,2
78783,0,1
78784,0,2
78785,0,1
78786,200404,1
78787,50000,2
78788,0,1
78789,48000,1
78790,0,1
78791,0,2
78792,272000,1
78793,0,2
78794,0,2
78795,0,1
78796,0,2
78797,0,1
78798,0,2
78799,22000,1
78800,0,2
78801,0,1
78802,35008,1
78803,0,2
78804,0,2
78805,50600,1
78806,0,2
78807,0,2
78808,75020,2
78809,0,1
78810,0,1
78811,0,2
78812,18700,1
78813,5000,1
78814,0,1
78815,0,1
78816,80001,1
78817,70000,1
78818,0,2
78819,7435,1
78820,0,2
78821,0,1
78822,0,1
78823,0,1
78824,58000,1
78825,0,2
78826,0,2
78827,67000,2
78828,0,1
78829,52000,1
78830,24000,1
78831,76003,1
78832,0,2
78833,18001,2
78834,42434,1
78835,69000,2
78836,105000,1
78837,0,2
78838,0,1
78839,0,2
78840,0,1
78841,36251,2
78842,0,1
78843,0,2
78844,26000,2
78845,0,2
78846,18000,2
78847,0,2
78848,37000,1
78849,0,2
78850,72020,1
78851,55458,1
78852,0,1
78853,381051,2
78854,0,1
78855,0,1
78856,0,2
78857,0,1
78858,40000,2
78859,0,1
78860,13000,1
78861,0,1
78862,21000,2
78863,0,1
78864,114229,2
78865,0,1
78866,0,1
78867,5640,2
78868,0,2
78869,0,2
78870,0,2
78871,11407,1
78872,0,2
78873,0,2
78874,0,2
78875,71375,1
78876,0,2
78877,0,1
78878,0,2
78879,50000,1
78880,0,2
78881,613301,1
78882,0,2
78883,72000,1
78884,0,2
78885,0,2
78886,0,1
78887,0,2
78888,12000,2
78889,0,2
78890,45000,2
78891,52000,2
78892,0,2
78893,0,2
78894,33972,1
78895,0,1
78896,0,2
78897,28155,1
78898,102007,2
78899,0,1
78900,4050,2
78901,0,1
78902,40200,2
78903,0,1
78904,0,2
78905,401002,1
78906,0,2
78907,0,2
78908,0,1
78909,0,1
78910,0,1
78911,204000,1
78912,0,2
78913,0,1
78914,0,1
78915,0,2
78916,0,1
78917,37174,2
78918,0,1
78919,0,2
78920,0,1
78921,11080,1
78922,0,2
78923,193142,2
78924,0,2
78925,46473,1
78926,39860,2
78927,36001,1
78928,25000,2
78929,24010,2
78930,19000,2
78931,20000,2
78932,42010,1
78933,18854,2
78934,0,2
78935,0,2
78936,75434,2
78937,0,1
78938,40810,2
78939,0,1
78940,0,2
78941,0,1
78942,32578,1
78943,0,2
78944,0,2
78945,0,2
78946,48000,1
78947,0,2
78948,18587,1
78949,0,2
78950,70000,2
78951,0,1
78952,0,1
78953,0,1
78954,41848,2
78955,0,1
78956,86024,1
78957,0,2
78958,30005,1
78959,0,1
78960,0,2
78961,0,2
78962,40200,2
78963,0,2
78964,0,2
78965,0,1
78966,60000,1
78967,0,2
78968,0,2
78969,0,1
78970,0,2
78971,64050,1
78972,0,2
78973,0,1
78974,0,2
78975,0,1
78976,34728,1
78977,0,2
78978,58000,1
78979,0,1
78980,0,2
78981,0,2
78982,0,2
78983,25800,1
78984,0,2
78985,59502,1
78986,0,1
78987,59443,1
78988,0,2
78989,623100,1
78990,0,2
78991,53902,1
78992,0,2
78993,0,2
78994,0,2
78995,12255,1
78996,26000,2
78997,0,1
78998,0,2
78999,0,2
79000,0,1
79001,50000,1
79002,8000,1
79003,0,2
79004,102525,2
79005,0,1
79006,3800,2
79007,0,2
79008,0,1
79009,6337,1
79010,15000,2
79011,59000,2
79012,0,1
79013,0,2
79014,0,1
79015,30000,2
79016,10000,1
79017,0,1
79018,0,2
79019,0,2
79020,7000,2
79021,0,2
79022,0,2
79023,12000,2
79024,6002,1
79025,5000,2
79026,7200,2
79027,32100,1
79028,32203,1
79029,7000,1
79030,0,2
79031,81703,1
79032,0,2
79033,34000,1
79034,0,1
79035,20000,1
79036,0,2
79037,0,1
79038,0,2
79039,101000,1
79040,0,2
79041,0,1
79042,53000,2
79043,18587,1
79044,39004,1
79045,122300,1
79046,0,2
79047,20000,1
79048,0,1
79049,0,1
79050,20000,2
79051,16002,2
79052,28058,1
79053,21548,1
79054,0,2
79055,2,1
79056,34500,2
79057,8000,1
79058,160500,2
79059,0,1
79060,0,1
79061,16802,2
79062,53001,2
79063,0,2
79064,25000,1
79065,25000,1
79066,84425,2
79067,26000,2
79068,24000,1
79069,213330,1
79070,0,2
79071,0,2
79072,2418,2
79073,19660,2
79074,62025,1
79075,0,2
79076,11600,2
79077,0,1
79078,0,2
79079,215275,1
79080,0,2
79081,0,1
79082,0,2
79083,0,1
79084,0,2
79085,0,1
79086,0,1
79087,55959,1
79088,0,2
79089,0,1
79090,0,2
79091,44001,2
79092,0,1
79093,0,2
79094,0,2
79095,78000,2
79096,0,2
79097,0,2
79098,0,2
79099,0,2
79100,0,2
79101,211850,1
79102,0,2
79103,0,1
79104,0,1
79105,55000,1
79106,60000,2
79107,102330,2
79108,0,2
79109,0,2
79110,86081,2
79111,0,1
79112,0,2
79113,108030,2
79114,0,1
79115,0,2
79116,0,1
79117,107200,2
79118,0,1
79119,0,2
79120,0,2
79121,0,1
79122,0,1
79123,58000,2
79124,0,1
79125,0,2
79126,28000,1
79127,0,2
79128,53531,2
79129,0,1
79130,0,2
79131,65502,1
79132,0,2
79133,60000,1
79134,95122,1
79135,0,2
79136,0,1
79137,0,1
79138,0,1
79139,0,2
79140,55953,1
79141,46000,2
79142,0,1
79143,0,2
79144,0,2
79145,0,2
79146,0,1
79147,0,2
79148,0,2
79149,39000,2
79150,0,1
79151,0,2
79152,0,2
79153,80689,2
79154,0,1
79155,30000,2
79156,20002,1
79157,0,2
79158,107000,2
79159,0,1
79160,0,1
79161,0,2
79162,0,1
79163,0,1
79164,54000,2
79165,0,1
79166,6000,2
79167,0,2
79168,51530,2
79169,0,1
79170,23234,1
79171,22000,2
79172,0,2
79173,0,2
79174,10000,1
79175,411556,1
79176,0,2
79177,0,1
79178,119055,2
79179,0,1
79180,36007,1
79181,23302,1
79182,114210,2
79183,0,1
79184,29889,1
79185,32025,1
79186,0,2
79187,0,1
79188,0,1
79189,66065,2
79190,0,1
79191,0,2
79192,64501,1
79193,110000,1
79194,0,2
79195,25600,2
79196,0,2
79197,0,2
79198,128336,2
79199,0,1
79200,0,1
79201,3150,2
79202,12285,1
79203,254874,2
79204,0,1
79205,6670,2
79206,0,2
79207,30002,1
79208,0,2
79209,22640,1
79210,16240,2
79211,0,2
79212,87410,1
79213,0,2
79214,0,1
79215,0,2
79216,0,2
79217,67002,1
79218,0,2
79219,0,1
79220,0,2
79221,125202,1
79222,0,2
79223,6700,1
79224,0,2
79225,14000,1
79226,20000,1
79227,37979,1
79228,0,2
79229,97513,1
79230,0,2
79231,25000,2
79232,0,1
79233,0,2
79234,0,2
79235,10000,1
79236,43754,1
79237,0,2
79238,18610,2
79239,7001,2
79240,46065,2
79241,0,2
79242,0,1
79243,2379,2
79244,16046,1
79245,0,2
79246,41001,1
79247,0,2
79248,0,2
79249,0,1
79250,0,2
79251,295701,1
79252,0,2
79253,0,2
79254,0,1
79255,0,2
79256,172442,1
79257,0,2
79258,40601,2
79259,215500,2
79260,0,1
79261,30000,1
79262,186775,2
79263,0,1
79264,0,1
79265,7518,1
79266,0,2
79267,46523,2
79268,0,1
79269,0,2
79270,0,2
79271,0,2
79272,84360,2
79273,0,1
79274,31002,2
79275,19000,2
79276,26002,1
79277,607223,1
79278,0,2
79279,580396,1
79280,0,2
79281,7396,1
79282,0,2
79283,18588,2
79284,0,1
79285,0,1
79286,47000,2
79287,0,1
79288,0,2
79289,0,2
79290,18000,2
79291,0,1
79292,92141,2
79293,0,1
79294,20000,1
79295,6250,2
79296,135040,1
79297,0,2
79298,0,2
79299,0,1
79300,33000,2
79301,0,1
79302,0,2
79303,143305,1
79304,0,2
79305,0,2
79306,0,1
79307,86351,2
79308,35027,2
79309,32102,2
79310,0,1
79311,0,1
79312,24960,2
79313,0,1
79314,37541,1
79315,0,2
79316,14688,2
79317,0,2
79318,0,2
79319,259250,2
79320,35015,2
79321,25007,2
79322,380004,1
79323,0,2
79324,0,2
